model_path,model_tag,data_dir,data_tag,goal_image,goal_tag,interval,task,task_tag,avg_progress,timing,avg_per_frame_s,forward_progress,incremental_progress,backward_progress,source_summary,scene_object,video_success,task_matches_scene,goal_success
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_4,pick3fail_4,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,30.506581539081747,"{'forward': {'total_s': 50.52, 'num_frames': 91, 'per_frame_s': 0.555}, 'incremental': {'total_s': 55.0, 'num_frames': 91, 'per_frame_s': 0.604}, 'backward': {'total_s': 48.21, 'num_frames': 91, 'per_frame_s': 0.53}}",0.563,40.0,51.519744617245244,0.0,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_4,pick3fail_4,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,54.31661232164864,"{'forward': {'total_s': 50.77, 'num_frames': 91, 'per_frame_s': 0.558}, 'incremental': {'total_s': 55.1, 'num_frames': 91, 'per_frame_s': 0.606}, 'backward': {'total_s': 48.57, 'num_frames': 91, 'per_frame_s': 0.534}}",0.566,96.2,66.74983696494591,0.0,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,4.129318215905037,"{'forward': {'total_s': 15.74, 'num_frames': 25, 'per_frame_s': 0.63}, 'incremental': {'total_s': 15.32, 'num_frames': 25, 'per_frame_s': 0.613}, 'backward': {'total_s': 13.55, 'num_frames': 25, 'per_frame_s': 0.542}}",0.595,4.2,3.3879546477151155,4.799999999999994,summary_GRM8B_new,carrot,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,3.6129048509907378,"{'forward': {'total_s': 14.1, 'num_frames': 25, 'per_frame_s': 0.564}, 'incremental': {'total_s': 15.37, 'num_frames': 25, 'per_frame_s': 0.615}, 'backward': {'total_s': 13.53, 'num_frames': 25, 'per_frame_s': 0.541}}",0.573,3.8,2.23871455297222,4.799999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,3.4749621974246403,"{'forward': {'total_s': 14.17, 'num_frames': 25, 'per_frame_s': 0.567}, 'incremental': {'total_s': 15.34, 'num_frames': 25, 'per_frame_s': 0.614}, 'backward': {'total_s': 13.27, 'num_frames': 25, 'per_frame_s': 0.531}}",0.571,0.0,5.124886592273928,5.299999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,10,pick the carrot and put it on yellow plate,carrot,4.830200222486496,"{'forward': {'total_s': 28.75, 'num_frames': 49, 'per_frame_s': 0.587}, 'incremental': {'total_s': 30.0, 'num_frames': 49, 'per_frame_s': 0.612}, 'backward': {'total_s': 25.85, 'num_frames': 49, 'per_frame_s': 0.527}}",0.575,4.3,5.190600667459485,5.000000000000004,summary_GRM8B_new,carrot,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,4.046995637195248,"{'forward': {'total_s': 27.38, 'num_frames': 49, 'per_frame_s': 0.559}, 'incremental': {'total_s': 29.75, 'num_frames': 49, 'per_frame_s': 0.607}, 'backward': {'total_s': 26.19, 'num_frames': 49, 'per_frame_s': 0.534}}",0.567,4.2,3.14098691158575,4.799999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_7,pick3fail_7,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,5.43467522904098,"{'forward': {'total_s': 27.0, 'num_frames': 49, 'per_frame_s': 0.551}, 'incremental': {'total_s': 30.0, 'num_frames': 49, 'per_frame_s': 0.612}, 'backward': {'total_s': 26.35, 'num_frames': 49, 'per_frame_s': 0.538}}",0.567,4.2,6.804025687122948,5.299999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,2.300773968750277,"{'forward': {'total_s': 18.4, 'num_frames': 29, 'per_frame_s': 0.635}, 'incremental': {'total_s': 17.99, 'num_frames': 29, 'per_frame_s': 0.62}, 'backward': {'total_s': 15.76, 'num_frames': 29, 'per_frame_s': 0.543}}",0.599,0.0,1.6023219062508371,5.299999999999994,summary_GRM8B_new,carrot,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,2.878371362295437,"{'forward': {'total_s': 16.47, 'num_frames': 29, 'per_frame_s': 0.568}, 'incremental': {'total_s': 17.99, 'num_frames': 29, 'per_frame_s': 0.62}, 'backward': {'total_s': 15.82, 'num_frames': 29, 'per_frame_s': 0.546}}",0.578,0.0,3.8351140868863176,4.799999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,2.7858647350166605,"{'forward': {'total_s': 16.52, 'num_frames': 29, 'per_frame_s': 0.57}, 'incremental': {'total_s': 17.89, 'num_frames': 29, 'per_frame_s': 0.617}, 'backward': {'total_s': 15.75, 'num_frames': 29, 'per_frame_s': 0.543}}",0.577,0.0,3.0575942050499876,5.299999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,10,pick the carrot and put it on yellow plate,carrot,3.9647845128262045,"{'forward': {'total_s': 33.87, 'num_frames': 58, 'per_frame_s': 0.584}, 'incremental': {'total_s': 35.49, 'num_frames': 58, 'per_frame_s': 0.612}, 'backward': {'total_s': 31.03, 'num_frames': 58, 'per_frame_s': 0.535}}",0.577,0.0,6.894353538478609,5.000000000000004,summary_GRM8B_new,carrot,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,2.1730861577929663,"{'forward': {'total_s': 32.19, 'num_frames': 58, 'per_frame_s': 0.555}, 'incremental': {'total_s': 35.23, 'num_frames': 58, 'per_frame_s': 0.607}, 'backward': {'total_s': 30.91, 'num_frames': 58, 'per_frame_s': 0.533}}",0.565,0.0,1.719258473378906,4.799999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_11,pick3fail_11,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,5.67992086953969,"{'forward': {'total_s': 32.2, 'num_frames': 58, 'per_frame_s': 0.555}, 'incremental': {'total_s': 35.32, 'num_frames': 58, 'per_frame_s': 0.609}, 'backward': {'total_s': 30.97, 'num_frames': 58, 'per_frame_s': 0.534}}",0.566,0.0,11.739762608619078,5.299999999999994,summary_GRM8B_new,carrot,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,94.55227113021778,"{'forward': {'total_s': 21.52, 'num_frames': 34, 'per_frame_s': 0.633}, 'incremental': {'total_s': 20.93, 'num_frames': 34, 'per_frame_s': 0.616}, 'backward': {'total_s': 18.59, 'num_frames': 34, 'per_frame_s': 0.547}}",0.599,95.5,88.15681339065334,100.0,summary_GRM8B_new,carrot,True,True,True
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,55.993059769926425,"{'forward': {'total_s': 19.33, 'num_frames': 34, 'per_frame_s': 0.569}, 'incremental': {'total_s': 20.71, 'num_frames': 34, 'per_frame_s': 0.609}, 'backward': {'total_s': 18.36, 'num_frames': 34, 'per_frame_s': 0.54}}",0.573,100.0,67.97917930977927,0.0,summary_GRM8B_new,carrot,True,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,35.76523000815598,"{'forward': {'total_s': 19.55, 'num_frames': 34, 'per_frame_s': 0.575}, 'incremental': {'total_s': 20.82, 'num_frames': 34, 'per_frame_s': 0.612}, 'backward': {'total_s': 18.38, 'num_frames': 34, 'per_frame_s': 0.541}}",0.576,50.0,57.29569002446795,0.0,summary_GRM8B_new,carrot,True,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,10,pick the carrot and put it on yellow plate,carrot,82.23185044192793,"{'forward': {'total_s': 39.15, 'num_frames': 67, 'per_frame_s': 0.584}, 'incremental': {'total_s': 41.57, 'num_frames': 67, 'per_frame_s': 0.62}, 'backward': {'total_s': 36.14, 'num_frames': 67, 'per_frame_s': 0.539}}",0.581,95.5,51.1955513257838,100.0,summary_GRM8B_new,carrot,True,True,True
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,45.29522916666667,"{'forward': {'total_s': 38.12, 'num_frames': 67, 'per_frame_s': 0.569}, 'incremental': {'total_s': 40.92, 'num_frames': 67, 'per_frame_s': 0.611}, 'backward': {'total_s': 35.89, 'num_frames': 67, 'per_frame_s': 0.536}}",0.572,100.0,35.8856875,0.0,summary_GRM8B_new,carrot,True,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3suc_1,pick3suc_1,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,26.53672079,"{'forward': {'total_s': 37.71, 'num_frames': 67, 'per_frame_s': 0.563}, 'incremental': {'total_s': 40.71, 'num_frames': 67, 'per_frame_s': 0.608}, 'backward': {'total_s': 35.78, 'num_frames': 67, 'per_frame_s': 0.534}}",0.568,50.0,29.610162369999998,0.0,summary_GRM8B_new,carrot,True,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,2.6307396419129616,"{'forward': {'total_s': 19.19, 'num_frames': 31, 'per_frame_s': 0.619}, 'incremental': {'total_s': 18.99, 'num_frames': 31, 'per_frame_s': 0.613}, 'backward': {'total_s': 16.77, 'num_frames': 31, 'per_frame_s': 0.541}}",0.591,0.0,2.89221892573888,5.000000000000004,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,2.611582272387078,"{'forward': {'total_s': 17.51, 'num_frames': 31, 'per_frame_s': 0.565}, 'incremental': {'total_s': 19.08, 'num_frames': 31, 'per_frame_s': 0.616}, 'backward': {'total_s': 16.68, 'num_frames': 31, 'per_frame_s': 0.538}}",0.573,0.0,2.834746817161229,5.000000000000004,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,2.9286805039244252,"{'forward': {'total_s': 17.47, 'num_frames': 31, 'per_frame_s': 0.563}, 'incremental': {'total_s': 19.05, 'num_frames': 31, 'per_frame_s': 0.615}, 'backward': {'total_s': 17.05, 'num_frames': 31, 'per_frame_s': 0.55}}",0.576,0.0,3.4860415117732817,5.299999999999994,summary_GRM8B_new,cube,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,10,pick the carrot and put it on yellow plate,carrot,3.0653799999999976,"{'forward': {'total_s': 36.4, 'num_frames': 62, 'per_frame_s': 0.587}, 'incremental': {'total_s': 37.56, 'num_frames': 62, 'per_frame_s': 0.606}, 'backward': {'total_s': 33.2, 'num_frames': 62, 'per_frame_s': 0.535}}",0.576,0.0,4.39614,4.799999999999994,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,2.467066666666668,"{'forward': {'total_s': 34.45, 'num_frames': 62, 'per_frame_s': 0.556}, 'incremental': {'total_s': 37.99, 'num_frames': 62, 'per_frame_s': 0.613}, 'backward': {'total_s': 33.26, 'num_frames': 62, 'per_frame_s': 0.536}}",0.568,0.0,2.4012,5.000000000000004,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_2_cube,pick3fail_2_cube,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,3.1625033823369235,"{'forward': {'total_s': 34.68, 'num_frames': 62, 'per_frame_s': 0.559}, 'incremental': {'total_s': 37.85, 'num_frames': 62, 'per_frame_s': 0.611}, 'backward': {'total_s': 33.26, 'num_frames': 62, 'per_frame_s': 0.536}}",0.569,0.0,4.187510147010776,5.299999999999994,summary_GRM8B_new,cube,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,48.57755056110306,"{'forward': {'total_s': 31.65, 'num_frames': 51, 'per_frame_s': 0.621}, 'incremental': {'total_s': 31.61, 'num_frames': 51, 'per_frame_s': 0.62}, 'backward': {'total_s': 27.63, 'num_frames': 51, 'per_frame_s': 0.542}}",0.594,85.0,55.93265168330919,4.799999999999994,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,59.172359700065385,"{'forward': {'total_s': 28.81, 'num_frames': 51, 'per_frame_s': 0.565}, 'incremental': {'total_s': 30.99, 'num_frames': 51, 'per_frame_s': 0.608}, 'backward': {'total_s': 27.33, 'num_frames': 51, 'per_frame_s': 0.536}}",0.57,92.0,85.51707910019617,0.0,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,92.64085548795937,"{'forward': {'total_s': 28.64, 'num_frames': 51, 'per_frame_s': 0.562}, 'incremental': {'total_s': 32.66, 'num_frames': 51, 'per_frame_s': 0.64}, 'backward': {'total_s': 27.1, 'num_frames': 51, 'per_frame_s': 0.531}}",0.578,94.7,83.22256646387812,100.0,summary_GRM8B_new,cube,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,10,pick the carrot and put it on yellow plate,carrot,43.17801595121401,"{'forward': {'total_s': 59.81, 'num_frames': 102, 'per_frame_s': 0.586}, 'incremental': {'total_s': 62.87, 'num_frames': 102, 'per_frame_s': 0.616}, 'backward': {'total_s': 54.73, 'num_frames': 102, 'per_frame_s': 0.537}}",0.58,85.0,39.73404785364204,4.799999999999994,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,10,pick the bottle and put it on yellow plate,bottle,52.86034971353652,"{'forward': {'total_s': 56.87, 'num_frames': 102, 'per_frame_s': 0.558}, 'incremental': {'total_s': 62.11, 'num_frames': 102, 'per_frame_s': 0.609}, 'backward': {'total_s': 54.48, 'num_frames': 102, 'per_frame_s': 0.534}}",0.567,88.0,70.58104914060957,0.0,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_5_cube,pick3fail_5_cube,./examples/blank_goal.png,blank,10,pick the white cube and put it on yellow plate,cube,90.88591587452434,"{'forward': {'total_s': 57.16, 'num_frames': 102, 'per_frame_s': 0.56}, 'incremental': {'total_s': 62.52, 'num_frames': 102, 'per_frame_s': 0.613}, 'backward': {'total_s': 54.21, 'num_frames': 102, 'per_frame_s': 0.532}}",0.568,94.7,77.95774762357301,100.0,summary_GRM8B_new,cube,False,True,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_9_cube,pick3fail_9_cube,./examples/blank_goal.png,blank,20,pick the carrot and put it on yellow plate,carrot,3.443303220279636,"{'forward': {'total_s': 18.08, 'num_frames': 29, 'per_frame_s': 0.624}, 'incremental': {'total_s': 17.83, 'num_frames': 29, 'per_frame_s': 0.615}, 'backward': {'total_s': 15.61, 'num_frames': 29, 'per_frame_s': 0.538}}",0.592,3.8,1.7299096608389144,4.799999999999994,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_9_cube,pick3fail_9_cube,./examples/blank_goal.png,blank,20,pick the bottle and put it on yellow plate,bottle,3.340411099038984,"{'forward': {'total_s': 16.39, 'num_frames': 29, 'per_frame_s': 0.565}, 'incremental': {'total_s': 17.92, 'num_frames': 29, 'per_frame_s': 0.618}, 'backward': {'total_s': 15.71, 'num_frames': 29, 'per_frame_s': 0.542}}",0.575,3.8,1.4212332971169588,4.799999999999994,summary_GRM8B_new,cube,False,False,False
./pretrained_models/Robo-Dopamine-GRM-2.0-8B-Preview,GRM-2.0-8B,/home/dais/workspace/Robo-Dopamine/aligned_data/pick3fail_9_cube,pick3fail_9_cube,./examples/blank_goal.png,blank,20,pick the white cube and put it on yellow plate,cube,5.375223406232351,"{'forward': {'total_s': 16.39, 'num_frames': 29, 'per_frame_s': 0.565}, 'incremental': {'total_s': 17.81, 'num_frames': 29, 'per_frame_s': 0.614}, 'backward': {'total_s': 15.61, 'num_frames': 29, 'per_frame_s': 0.538}}",0.572,4.5,6.025670218697059,5.599999999999994,summary_GRM8B_new,cube,False,True,False
